sample_id	sample_name	latitude	longitude	depth
569	11597CE2	22.75	-158	125
570	11597CE3	22.75	-158	125
571	62147A	22.75	-158	140
572	62148A	22.75	-158	140
573	11586A1	22.75	-158	140
574	11586A2	22.75	-158	140
575	11586A3	22.75	-158	140
576	62185A	22.75	-158	100
577	62186A	22.75	-158	100
578	62199A	22.75	-158	75
579	62200A	22.75	-158	75
580	62207A	22.75	-158	125
581	62208A	22.75	-158	125
582	11589A1	22.75	-158	100
583	11589A2	22.75	-158	100
584	11589A3	22.75	-158	100
585	11592A1	22.75	-158	75
586	11592A2	22.75	-158	75
587	11592A3	22.75	-158	75
588	11595A1	22.75	-158	125
589	11595A2	22.75	-158	125
590	11595A3	22.75	-158	125
591	ALOHApeuk_33	22.75	-158	175
592	ALOHApeuk_34	22.75	-158	150
593	ALOHApeuk_35	22.75	-158	125
594	ALOHApeuk_36	22.75	-158	100
595	ALOHApeuk_37	22.75	-158	75
596	ALOHApeuk_38	22.75	-158	45
597	ALOHApeuk_39	22.75	-158	25
598	ALOHApeuk_40	22.75	-158	5
599	ALOHApeuk_49	22.75	-158	175
600	ALOHApeuk_50	22.75	-158	150
601	ALOHApeuk_51	22.75	-158	125
602	ALOHApeuk_52	22.75	-158	100
603	ALOHApeuk_53	22.75	-158	75
604	ALOHApeuk_54	22.75	-158	45
605	ALOHApeuk_55	22.75	-158	25
606	ALOHApeuk_56	22.75	-158	5
607	ALOHApeuk_85	22.75	-158	5
608	ALOHApeuk_86	22.75	-158	25
609	ALOHApeuk_87	22.75	-158	45
610	ALOHApeuk_88	22.75	-158	75
611	ALOHApeuk_89	22.75	-158	100
612	ALOHApeuk_90	22.75	-158	125
613	ALOHApeuk_91	22.75	-158	150
614	ALOHApeuk_92	22.75	-158	175
615	ALOHApeuk_101	22.75	-158	5
616	ALOHApeuk_102	22.75	-158	25
617	ALOHApeuk_103	22.75	-158	45
618	ALOHApeuk_104	22.75	-158	75
619	ALOHApeuk_105	22.75	-158	100
620	ALOHApeuk_106	22.75	-158	125
621	ALOHApeuk_107	22.75	-158	150
622	ALOHApeuk_108	22.75	-158	175
623	ALOHApeuk_249	22.75	-158	175
624	ALOHApeuk_250	22.75	-158	150
625	ALOHApeuk_251	22.75	-158	125
626	ALOHApeuk_252	22.75	-158	100
627	ALOHApeuk_253	22.75	-158	75
628	ALOHApeuk_254	22.75	-158	45
629	ALOHApeuk_255	22.75	-158	25
630	ALOHApeuk_256	22.75	-158	5
631	ALOHApeuk_297	22.75	-158	175
632	ALOHApeuk_298	22.75	-158	150
633	ALOHApeuk_299	22.75	-158	125
634	ALOHApeuk_300	22.75	-158	100
635	ALOHApeuk_301	22.75	-158	75
636	ALOHApeuk_302	22.75	-158	45
637	ALOHApeuk_303	22.75	-158	25
638	ALOHApeuk_304	22.75	-158	5
639	ALOHApeuk_329	22.75	-158	175
640	ALOHApeuk_330	22.75	-158	150
641	ALOHApeuk_331	22.75	-158	125
642	ALOHApeuk_332	22.75	-158	100
643	ALOHApeuk_333	22.75	-158	75
644	ALOHApeuk_334	22.75	-158	45
645	ALOHApeuk_335	22.75	-158	25
646	ALOHApeuk_336	22.75	-158	5
647	ALOHApeuk_373	22.75	-158	175
648	ALOHApeuk_374	22.75	-158	150
649	ALOHApeuk_375	22.75	-158	125
650	ALOHApeuk_376	22.75	-158	100
651	ALOHApeuk_377	22.75	-158	75
652	ALOHApeuk_378	22.75	-158	45
653	ALOHApeuk_379	22.75	-158	25
654	ALOHApeuk_417	22.75	-158	175
655	ALOHApeuk_418	22.75	-158	150
656	ALOHApeuk_419	22.75	-158	125
657	ALOHApeuk_420	22.75	-158	100
658	ALOHApeuk_421	22.75	-158	75
659	ALOHApeuk_422	22.75	-158	45
660	ALOHApeuk_423	22.75	-158	25
661	ALOHApeuk_424	22.75	-158	5
662	ALOHApeuk_433	22.75	-158	175
663	ALOHApeuk_434	22.75	-158	150
664	ALOHApeuk_435	22.75	-158	125
665	ALOHApeuk_436	22.75	-158	100
666	ALOHApeuk_437	22.75	-158	75
667	ALOHApeuk_438	22.75	-158	45
668	ALOHApeuk_439	22.75	-158	25
669	ALOHApeuk_440	22.75	-158	5
670	ALOHApeuk_465	22.75	-158	175
671	ALOHApeuk_466	22.75	-158	150
672	ALOHApeuk_467	22.75	-158	125
673	ALOHApeuk_468	22.75	-158	100
674	ALOHApeuk_469	22.75	-158	75
675	ALOHApeuk_470	22.75	-158	45
676	ALOHApeuk_471	22.75	-158	25
677	ALOHApeuk_472	22.75	-158	5
678	ALOHApeuk_489	22.75	-158	175
679	ALOHApeuk_490	22.75	-158	150
680	ALOHApeuk_491	22.75	-158	125
681	ALOHApeuk_492	22.75	-158	100
682	ALOHApeuk_493	22.75	-158	75
683	ALOHApeuk_494	22.75	-158	45
684	ALOHApeuk_495	22.75	-158	25
685	ALOHApeuk_496	22.75	-158	5
686	ALOHApeuk_545	22.48	-158.2	175
687	ALOHApeuk_546	22.48	-158.2	150
688	ALOHApeuk_547	22.48	-158.2	125
689	ALOHApeuk_548	22.48	-158.2	100
690	ALOHApeuk_549	22.48	-158.2	75
691	ALOHApeuk_550	22.48	-158.2	45
692	ALOHApeuk_551	22.48	-158.2	25
693	ALOHApeuk_552	22.48	-158.2	5
694	ALOHApeuk_633	22.48	-158.2	175
695	ALOHApeuk_634	22.48	-158.2	150
696	ALOHApeuk_635	22.48	-158.2	125
697	ALOHApeuk_636	22.48	-158.2	100
698	ALOHApeuk_637	22.48	-158.2	75
699	ALOHApeuk_638	22.48	-158.2	45
700	ALOHApeuk_639	22.48	-158.2	25
701	ALOHApeuk_640	22.48	-158.2	5
702	ALOHApeuk_691	22.48	-158.2	175
703	ALOHApeuk_692	22.48	-158.2	150
704	ALOHApeuk_693	22.48	-158.2	125
705	ALOHApeuk_694	22.48	-158.2	100
706	ALOHApeuk_695	22.48	-158.2	75
707	ALOHApeuk_696	22.48	-158.2	45
708	ALOHApeuk_697	22.48	-158.2	25
709	ALOHApeuk_698	22.48	-158.2	5
710	ALOHApeuk_723	22.75	-158	175
711	ALOHApeuk_724	22.75	-158	150
712	ALOHApeuk_725	22.75	-158	125
713	ALOHApeuk_726	22.75	-158	100
714	ALOHApeuk_727	22.75	-158	75
715	ALOHApeuk_728	22.75	-158	45
716	ALOHApeuk_729	22.75	-158	25
717	ALOHApeuk_730	22.75	-158	5
718	ALOHApeuk_763	22.75	-158	175
719	ALOHApeuk_764	22.75	-158	150
720	ALOHApeuk_765	22.75	-158	125
721	ALOHApeuk_766	22.75	-158	100
722	ALOHApeuk_767	22.75	-158	75
723	ALOHApeuk_768	22.75	-158	45
724	ALOHApeuk_769	22.75	-158	25
725	ALOHApeuk_770	22.75	-158	5
726	ALOHApeuk_803	22.75	-158	175
727	ALOHApeuk_804	22.75	-158	150
728	ALOHApeuk_805	22.75	-158	125
729	ALOHApeuk_806	22.75	-158	100
730	ALOHApeuk_820	22.75	-158	75
731	ALOHApeuk_808	22.75	-158	45
732	ALOHApeuk_809	22.75	-158	25
733	ALOHApeuk_810	22.75	-158	5
734	ALOHApeuk_845	22.75	-158	175
735	ALOHApeuk_846	22.75	-158	150
736	ALOHApeuk_847	22.75	-158	125
737	ALOHApeuk_848	22.75	-158	100
738	ALOHApeuk_849	22.75	-158	75
739	ALOHApeuk_850	22.75	-158	45
740	ALOHApeuk_851	22.75	-158	25
741	ALOHApeuk_852	22.75	-158	5
742	ALOHApeuk_885	22.75	-158	175
743	ALOHApeuk_886	22.75	-158	150
744	ALOHApeuk_887	22.75	-158	125
745	ALOHApeuk_888	22.75	-158	100
746	ALOHApeuk_889	22.75	-158	75
747	ALOHApeuk_890	22.75	-158	45
748	ALOHApeuk_891	22.75	-158	25
749	ALOHApeuk_892	22.75	-158	5
750	ALOHApeuk_925	22.75	-158	175
751	ALOHApeuk_926	22.75	-158	150
752	ALOHApeuk_927	22.75	-158	125
753	ALOHApeuk_928	22.75	-158	100
754	ALOHApeuk_929	22.75	-158	75
755	ALOHApeuk_930	22.75	-158	45
756	ALOHApeuk_931	22.75	-158	25
757	ALOHApeuk_932	22.75	-158	5
758	ALOHApeuk_941	22.75	-158	175
759	ALOHApeuk_942	22.75	-158	150
760	ALOHApeuk_943	22.75	-158	125
761	ALOHApeuk_944	22.75	-158	100
762	ALOHApeuk_945	22.75	-158	75
763	ALOHApeuk_946	22.75	-158	45
764	ALOHApeuk_947	22.75	-158	25
765	ALOHApeuk_948	22.75	-158	5
766	ALOHApeuk_973	22.75	-158	175
767	ALOHApeuk_974	22.75	-158	150
768	ALOHApeuk_975	22.75	-158	125
769	ALOHApeuk_976	22.75	-158	100
770	ALOHApeuk_977	22.75	-158	75
771	ALOHApeuk_978	22.75	-158	45
772	ALOHApeuk_979	22.75	-158	25
773	ALOHApeuk_980	22.75	-158	5
774	ALOHApeuk_1077	22.75	-158	175
775	ALOHApeuk_1078	22.75	-158	150
776	ALOHApeuk_1079	22.75	-158	125
777	ALOHApeuk_1080	22.75	-158	100
778	ALOHApeuk_1081	22.75	-158	75
779	ALOHApeuk_1082	22.75	-158	45
780	ALOHApeuk_1083	22.75	-158	25
781	ALOHApeuk_1084	22.75	-158	5
782	Diel-RNA-1_S1	24.535	-156.309	15
783	Diel-RNA-2_S2	24.497	-156.307	15
784	Diel-RNA-3_S3	24.5	-156.312	15
785	Diel-RNA-4_S4	24.496	-156.298	15
786	Diel-RNA-5_S5	24.498	-156.302	15
787	Diel-RNA-6_S6	24.481	-156.301	15
788	Diel-RNA-7_S7	24.478	-156.297	15
789	Diel-RNA-8_S8	24.473	-156.293	15
790	Diel-RNA-9_S9	24.415	-156.314	15
791	Diel-RNA-10_S10	24.414	-156.315	15
792	Diel-RNA-11_S11	24.413	-156.312	15
793	Diel-RNA-12_S12	24.405	-156.355	15
794	Diel-RNA-13_S13	24.398	-156.35	15
795	Diel-RNA-14_S14	24.362	-156.343	15
796	Diel-RNA-15_S15	24.346	-156.347	15
797	Diel-RNA-16_S16	24.349	-156.314	15
798	Diel-RNA-17_S17	24.29	-156.408	15
799	Diel-RNA-18_S18	24.286	-156.412	15
800	Diel-RNA-19_S19	24.283	-156.387	15
801	Diel-DNA-1_S20	24.535	-156.309	15
802	Diel-DNA-2_S21	24.497	-156.307	15
803	Diel-DNA-3_S22	24.5	-156.312	15
804	Diel-DNA-4_S23	24.496	-156.298	15
805	Diel-DNA-5_S24	24.498	-156.302	15
806	Diel-DNA-6_S25	24.481	-156.301	15
807	Diel-DNA-7_S26	24.478	-156.297	15
808	Diel-DNA-8_S27	24.473	-156.293	15
809	Diel-DNA-9_S28	24.415	-156.314	15
810	Diel-DNA-10_S29	24.414	-156.315	15
811	Diel-DNA-11_S30	24.413	-156.312	15
812	Diel-DNA-12_S31	24.405	-156.355	15
813	Diel-DNA-13_S32	24.398	-156.35	15
814	Diel-DNA-14_S33	24.362	-156.343	15
815	Diel-DNA-15_S34	24.346	-156.347	15
816	Diel-DNA-16_S35	24.349	-156.314	15
817	Diel-DNA-17_S36	24.29	-156.408	15
818	Diel-DNA-18_S37	24.286	-156.412	15
819	Diel-DNA-19_S38	24.283	-156.387	15
833	July_1000m	24.55	-156.32	1000
834	July_150m	24.55	-156.32	150
835	July_5m	24.55	-156.32	5
836	July_DCM	24.55	-156.32	119
841	1_200um_S1	22.75	-158	20
842	2_80um_S2	22.75	-158	20
843	3_5um_S3	22.75	-158	20
844	4_0pt7um_S4	22.75	-158	20
845	5_WSW_S5	22.75	-158	20
946	S06C1_A	24.349	-156.798	15
947	S07C1_A	24.367	-156.799	15
948	S08C1_B	24.388	-156.767	15
949	S11C1_A	0	0	15
950	S14C1_B	24.424	-156.761	15
951	S15C1_B	24.46	-156.738	15
952	S16C1_A	24.481	-156.718	15
953	S17C1_A	24.497	-156.687	15
954	S18C1_A	24.533	-156.646	15
955	S19C1_A	24.539	-156.637	15
956	S20C1_B	24.541	-156.634	15
957	S21C1_B	24.552	-156.581	15
958	S22C1_A	24.552	-156.585	15
959	S23C1_B	24.564	-156.557	15
960	S24C1_A	24.595	-156.524	15
961	S26C1_A	24.603	-156.51	15
962	S28C1_B	24.603	-156.504	15
963	S29C1_A	24.586	-156.438	15
964	S30C1_A	24.576	-156.42	15
965	S31C1_A	24.57	-156.426	15
966	S32C1_B	24.583	-156.413	15
967	S33C1_A	24.576	-156.387	15
968	S34C1_B	24.576	-156.381	15
969	S35C1_A	24.583	-156.364	15
970	S06C1_C	24.349	-156.798	15
971	S07C1_B	24.367	-156.799	15
972	S08C1_C	24.388	-156.767	15
973	S11C1_C	0	0	15
974	S14C1_C	24.424	-156.761	15
975	S15C1_C	24.46	-156.738	15
976	S16C1_B	24.481	-156.718	15
977	S17C1_B	24.497	-156.687	15
978	S18C1_C	24.533	-156.646	15
979	S19C1_C	24.539	-156.637	15
980	S20C1_C	24.541	-156.634	15
981	S21C1_C	24.552	-156.581	15
982	S22C1_C	24.552	-156.585	15
983	S23C1_C	24.564	-156.557	15
984	S24C1_B	24.595	-156.524	15
985	S26C1_C	24.603	-156.51	15
986	S28C1_C	24.603	-156.504	15
987	S29C1_C	24.586	-156.438	15
988	S30C1_C	24.576	-156.42	15
989	S31C1_C	24.57	-156.426	15
990	S32C1_C	24.583	-156.413	15
991	S33C1_C	24.576	-156.387	15
992	S34C1_C	24.576	-156.381	15
993	S35C1_C	24.583	-156.364	15
1060	S0501	0	0	5
1061	S0502	0	0	100
1062	S0503	0	0	175
1063	S0504	0	0	25
1064	S0505	0	0	125
1065	S0506	0	0	175
1066	S0507	0	0	5
1067	S0508	0	0	115
1068	S0509	0	0	175
1069	S0510	0	0	5
1070	S0511	0	0	125
1071	S0512	0	0	175
1072	S0513	0	0	5
1073	S0514	0	0	100
1074	S0515	0	0	175
1075	S0516	0	0	5
1076	S0517	0	0	115
1077	S0518	0	0	175
1078	S0519	0	0	5
1079	S0520	0	0	115
1080	S0521	0	0	175
1081	S0522	0	0	5
1082	S0523	0	0	100
1083	S0524	0	0	175
1084	S0525	0	0	5
1085	S0526	0	0	100
1086	S0527	0	0	175
1087	S0528	0	0	5
1088	S0529	0	0	125
1089	S0530	0	0	175
1090	S0531	0	0	5
1091	S0532	0	0	115
1092	S0533	0	0	175
1093	S0534	0	0	5
1094	S0535	0	0	125
1095	S0536	0	0	175
1096	S0537	0	0	5
1097	S0538	0	0	125
1098	S0539	0	0	175
1099	S0540	0	0	5
1100	S0541	0	0	115
1101	S0542	0	0	175
1102	S0543	0	0	5
1103	S0544	0	0	100
1104	S0545	0	0	175
1105	S0546	0	0	5
1106	S0547	0	0	125
1107	S0548	0	0	175
1108	S0549	0	0	5
1109	S0550	0	0	115
1110	S0551	0	0	175
1111	S0552	0	0	5
1112	S0553	0	0	100
1113	S0554	0	0	175
1114	S0555	0	0	5
1115	S0556	0	0	85
1116	S0557	0	0	175
1117	S0558	0	0	10
1118	S0559	0	0	100
1119	S0560	0	0	175
1120	S0561	0	0	5
1121	S0562	0	0	100
1122	S0563	0	0	175
1123	S0564	0	0	10
1124	S0565	0	0	115
1125	S0566	0	0	175
1126	161013Chi_D16-10856	0	0	5
1127	161013Chi_D16-10860	0	0	5
1128	161013Chi_D16-10857	0	0	5
1129	161013Chi_D16-10861	0	0	5
1130	161013Chi_D16-10859	0	0	25
1131	161013Chi_D16-10862	0	0	25
1132	161013Chi_D16-10858	0	0	137
1133	161013Chi_D16-10863	0	0	137
1170	SK036	24.4983	-156.687	15
1171	SK037	24.5113	-156.67	15
1172	SK038	24.54	-156.637	15
1173	SK039	NULL	NULL	15
1174	SK040	24.5367	-156.605	15
1175	SK041	24.5521	-156.582	15
1176	SK042	24.5637	-156.559	15
1177	SK043	24.5749	-156.542	15
1178	SK044	24.6	-156.507	15
1179	SK045	24.6033	-156.508	15
1180	SK046	24.6	-156.462	15
1181	SK047	24.575	-156.42	15
1182	SK048	24.5697	-156.431	15
1183	SK049	24.5717	-156.41	15
1184	SK050	24.5767	-156.387	15
1185	SK051	24.5767	-156.382	15
1186	SK052	24.585	-156.372	15
1187	SK053	24.5498	-156.336	15
1224	insitu_25m_051116_rep2	22.944	-155.947	25
1225	insitu_25m_051116_rep3	22.944	-155.947	25
1226	insitu_25m_051216_rep1	23.738	-157.385	25
1227	insitu_25m_051216_rep2	23.738	-157.385	25
1228	insitu_25m_051216_rep3	23.738	-157.385	25
1229	insitu_25m_051316_rep1	23.436	-156.78	25
1230	insitu_25m_051316_rep2	23.436	-156.78	25
1231	insitu_25m_051316_rep3	23.436	-156.78	25
1232	Incubation_insitu_25m_051016_rep1	22.7	-155.991	25
1233	Incubation_insitu_25m_051016_rep2	22.7	-155.991	25
1234	Incubation_25m_T1	22.7	-155.991	25
1235	Incubation_25m+DSW_T1	22.7	-155.991	25
1236	Incubation_25m_T2	22.7	-155.991	25
1237	Incubation_25m+DSW_T2	22.7	-155.991	25
1238	Incubation_25m_T3	22.7	-155.991	25
1239	Incubation_25m+DSW_T3	22.7	-155.991	25
1240	Incubation_25m_T4	22.7	-155.991	25
1241	Incubation_25m+DSW_T4	22.7	-155.991	25
1242	March_1000m	22.54	-156.392	1000
1243	March_150m	22.54	-156.392	150
1244	March_5m	22.54	-156.392	5
1245	March_DCM	22.54	-156.392	120
1246	CSHLIID00-20a-S19C001-0015	24.539	-156.637	15
